Id,Player,Nation,Pos,Team,Age,Born,Pj,Starts,Min,90s,Gls,Ast,GNP,GP,PS,CrdY,CrdR,Gls/Pj,Ast/Pj,G+A,GNP/Pj,G+A-P/Pj,Id_Team,foto
678,Enric Gallego,ESP,FW,Tenerife,36,1986,19,17,1507,16.7,4,2,2,2,3,5,0,0.24,0.12,0.36,0.12,0.24,38,https://cdn.sofifa.net/players/notfound_0_60.png
679,Álex Gálvez,ESP,"DF,MF",UD Ibiza,33,1989,8,4,360,4.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,39,https://cdn.sofifa.net/players/notfound_0_60.png
680,Fran Gámez,ESP,DF,Zaragoza,31,1991,18,16,1288,14.3,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,41,https://cdn.sofifa.net/players/notfound_0_60.png
681,Borja Garcés,ESP,FW,Tenerife,23,1999,14,7,666,7.4,2,0,2,0,0,1,1,0.27,0.0,0.27,0.27,0.27,38,https://cdn.sofifa.net/players/notfound_0_60.png
682,Aitor García,ESP,MF,Sporting Gijon,28,1994,12,6,502,5.6,2,0,2,0,0,1,0,0.36,0.0,0.36,0.36,0.36,37,https://cdn.sofifa.net/players/notfound_0_60.png
683,Álvaro García,ESP,"DF,MF",UD Ibiza,22,2000,6,5,367,4.1,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,39,https://cdn.sofifa.net/players/notfound_0_60.png
684,Antonio Cristian Glauder García,ESP,DF,Albacete,27,1995,10,6,526,5.8,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,21,https://cdn.sofifa.net/players/notfound_0_60.png
685,Fran García,ESP,DF,Burgos,30,1992,12,11,985,10.9,0,2,0,0,0,1,0,0.0,0.18,0.18,0.0,0.18,23,https://cdn.sofifa.net/players/notfound_0_60.png
686,Francisco Jesús Crespo García,ESP,"MF,FW",Las Palmas,26,1996,14,7,631,7.0,3,0,3,0,0,1,0,0.43,0.0,0.43,0.43,0.43,29,https://cdn.sofifa.net/players/notfound_0_60.png
687,Juanma García,ESP,"FW,MF",Albacete,31,1991,14,10,825,9.2,1,1,1,0,0,1,0,0.11,0.11,0.22,0.11,0.22,21,https://cdn.sofifa.net/players/notfound_0_60.png
688,Manu García,ESP,MF,CD Mirandes,36,1986,16,2,313,3.5,1,0,1,0,0,4,0,0.29,0.0,0.29,0.29,0.29,25,https://cdn.sofifa.net/players/notfound_0_60.png
689,Naim García,ESP,"MF,FW",Leganes,20,2002,13,5,413,4.6,2,0,2,0,0,1,0,0.44,0.0,0.44,0.44,0.44,30,https://cdn.sofifa.net/players/notfound_0_60.png
690,Saúl García,ESP,DF,Racing Sant,28,1994,10,1,192,2.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,36,https://cdn.sofifa.net/players/notfound_0_60.png
691,Sergi García,ESP,MF,Albacete,23,1999,2,0,7,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,21,https://cdn.sofifa.net/players/notfound_0_60.png
692,Manu Garrido,ESP,FW,Leganes,22,2000,3,0,11,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,30,https://cdn.sofifa.net/players/notfound_0_60.png
693,Sékou Gassama,SEN,FW,Racing Sant,27,1995,9,9,587,6.5,1,0,1,0,1,4,1,0.15,0.0,0.15,0.15,0.15,36,https://cdn.sofifa.net/players/notfound_0_60.png
694,Gelabert,ESP,"MF,FW",CD Mirandes,22,2000,8,5,507,5.6,1,1,1,0,0,1,0,0.18,0.18,0.36,0.18,0.36,25,https://cdn.sofifa.net/players/notfound_0_60.png
695,Tiago Geralnik,ARG,MF,Villarreal B,19,2003,6,4,251,2.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,40,https://cdn.sofifa.net/players/notfound_0_60.png
696,Mourad El Ghezouani,MAR,FW,Burgos,24,1998,17,8,794,8.8,3,0,3,0,0,4,0,0.34,0.0,0.34,0.34,0.34,23,https://cdn.sofifa.net/players/notfound_0_60.png
697,Gianni,ESP,GK,Villarreal B,30,1992,3,3,270,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,https://cdn.sofifa.net/players/notfound_0_60.png
698,Iván Gil,ESP,"MF,FW",Andorra,22,2000,12,7,654,7.3,2,0,2,0,0,0,0,0.28,0.0,0.28,0.28,0.28,22,https://cdn.sofifa.net/players/notfound_0_60.png
699,David Goldar,ESP,DF,UD Ibiza,28,1994,11,10,901,10.0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,39,https://cdn.sofifa.net/players/notfound_0_60.png
700,Borja González,ESP,DF,Burgos,27,1995,17,10,929,10.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,23,https://cdn.sofifa.net/players/notfound_0_60.png
701,Cristo González,ESP,FW,Sporting Gijon,25,1997,18,13,955,10.6,5,0,4,1,1,2,0,0.47,0.0,0.47,0.38,0.38,37,https://cdn.sofifa.net/players/notfound_0_60.png
702,Daniel González,ESP,FW,Albacete,20,2002,4,0,22,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,21,https://cdn.sofifa.net/players/notfound_0_60.png
703,Fabio González,ESP,MF,Las Palmas,25,1997,14,4,517,5.7,0,1,0,0,0,2,0,0.0,0.17,0.17,0.0,0.17,29,https://cdn.sofifa.net/players/notfound_0_60.png
704,Roberto González,ESP,"MF,FW",Alaves,21,2001,13,3,451,5.0,0,1,0,0,0,1,0,0.0,0.2,0.2,0.0,0.2,20,https://cdn.sofifa.net/players/notfound_0_60.png
705,Rubén González,ESP,DF,Racing Sant,28,1994,19,18,1647,18.3,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,36,https://cdn.sofifa.net/players/notfound_0_60.png
706,Sergio González,ESP,"DF,MF",Tenerife,25,1997,10,9,821,9.1,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,38,https://cdn.sofifa.net/players/notfound_0_60.png
707,José Gragera,ESP,"MF,DF",Sporting Gijon,22,2000,13,9,910,10.1,2,0,2,0,0,1,0,0.2,0.0,0.2,0.2,0.2,37,https://cdn.sofifa.net/players/notfound_0_60.png
708,Jaume Grau,ESP,MF,Zaragoza,25,1997,19,17,1383,15.4,1,0,1,0,0,6,1,0.07,0.0,0.07,0.07,0.07,41,https://cdn.sofifa.net/players/notfound_0_60.png
709,Francisco Grimà Aguilera,ESP,DF,UD Ibiza,35,1987,8,7,625,6.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,39,https://cdn.sofifa.net/players/notfound_0_60.png
710,Makhtar Gueye,SEN,FW,Zaragoza,25,1997,11,3,370,4.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,41,https://cdn.sofifa.net/players/notfound_0_60.png
711,Jon Guridi,ESP,"MF,FW",Alaves,27,1995,19,16,1415,15.7,0,1,0,0,1,2,0,0.0,0.06,0.06,0.0,0.06,20,https://cdn.sofifa.net/players/notfound_0_60.png
712,Cristian Gutierrez,ESP,MF,Malaga,22,2000,8,5,503,5.6,2,0,2,0,0,1,0,0.36,0.0,0.36,0.36,0.36,33,https://cdn.sofifa.net/players/notfound_0_60.png
713,Hacen,MTN,"MF,FW",Lugo,24,1997,17,9,797,8.9,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,32,https://cdn.sofifa.net/players/notfound_0_60.png
714,Taichi Hara,JPN,FW,Alaves,23,1999,14,3,437,4.9,1,0,1,0,0,1,0,0.21,0.0,0.21,0.21,0.21,20,https://cdn.sofifa.net/players/notfound_0_60.png
715,Kento Hashimoto,JPN,MF,Huesca,29,1993,19,13,1206,13.4,0,1,0,0,0,3,0,0.0,0.07,0.07,0.0,0.07,28,https://cdn.sofifa.net/players/notfound_0_60.png
716,Haissem Hassan,FRA,MF,Villarreal B,20,2002,17,7,757,8.4,0,1,0,0,0,1,0,0.0,0.12,0.12,0.0,0.12,40,https://cdn.sofifa.net/players/notfound_0_60.png
717,Juan Hernández,ESP,FW,Burgos,28,1994,8,2,187,2.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,23,https://cdn.sofifa.net/players/notfound_0_60.png
718,Juan Hernández,ESP,MF,Ponferradina,28,1994,2,0,5,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,35,https://cdn.sofifa.net/players/notfound_0_60.png
719,Cristian Herrera,ESP,"MF,FW",UD Ibiza,31,1991,16,15,1250,13.9,5,0,4,1,1,5,0,0.36,0.0,0.36,0.29,0.29,39,https://cdn.sofifa.net/players/notfound_0_60.png
720,Alfonso Herrero,ESP,GK,CD Mirandes,28,1994,14,14,1259,14.0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,25,https://cdn.sofifa.net/players/notfound_0_60.png
721,Pablo Hervías,ESP,"MF,DF",Malaga,29,1993,13,7,544,6.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,33,https://cdn.sofifa.net/players/notfound_0_60.png
722,Hector Hevel,NED,MF,Andorra,26,1996,18,12,1213,13.5,1,3,1,0,0,5,0,0.07,0.22,0.3,0.07,0.3,22,https://cdn.sofifa.net/players/notfound_0_60.png
723,Robert Ibáñez,ESP,"MF,FW",Levante,29,1993,9,5,403,4.5,1,0,1,0,0,1,0,0.22,0.0,0.22,0.22,0.22,31,https://cdn.sofifa.net/players/notfound_0_60.png
724,Juan Ibiza,ESP,DF,UD Ibiza,27,1995,14,13,1156,12.8,1,0,1,0,0,5,1,0.08,0.0,0.08,0.08,0.08,39,https://cdn.sofifa.net/players/notfound_0_60.png
725,Vicente Iborra,ESP,MF,Levante,34,1988,19,16,1488,16.5,2,0,2,0,0,4,0,0.12,0.0,0.12,0.12,0.12,31,https://cdn.sofifa.net/players/notfound_0_60.png
726,Ibra,ESP,MF,Tenerife,20,2002,1,0,20,0.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,38,https://cdn.sofifa.net/players/notfound_0_60.png
727,Imanol,ESP,DF,Eibar,22,2000,19,16,1393,15.5,0,2,0,0,0,1,0,0.0,0.13,0.13,0.0,0.13,26,https://cdn.sofifa.net/players/notfound_0_60.png
728,Pablo Íñiguez,ESP,DF,Villarreal B,28,1994,7,6,545,6.1,2,0,2,0,0,1,0,0.33,0.0,0.33,0.33,0.33,40,https://cdn.sofifa.net/players/notfound_0_60.png
729,Pablo Insua,ESP,DF,Sporting Gijon,29,1993,18,18,1537,17.1,1,1,1,0,0,8,1,0.06,0.06,0.12,0.06,0.12,37,https://cdn.sofifa.net/players/notfound_0_60.png
730,Nikita Iosifov,RUS,MF,Villarreal B,21,2001,7,2,172,1.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,https://cdn.sofifa.net/players/notfound_0_60.png
731,Jairo Izquierdo,ESP,"MF,DF",Cartagena,29,1993,19,15,1381,15.3,0,2,0,0,0,4,0,0.0,0.13,0.13,0.0,0.13,24,https://cdn.sofifa.net/players/notfound_0_60.png
732,Carlos Izquierdoz,ARG,DF,Sporting Gijon,34,1988,19,18,1606,17.8,1,1,1,0,0,2,0,0.06,0.06,0.11,0.06,0.11,37,https://cdn.sofifa.net/players/notfound_0_60.png
733,Ayoub Jabbari,MAR,FW,Racing Sant,22,2000,3,0,19,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,36,https://cdn.sofifa.net/players/notfound_0_60.png
734,Jacobo,ESP,FW,Andorra,25,1997,11,4,426,4.7,0,1,0,0,0,1,0,0.0,0.21,0.21,0.0,0.21,22,https://cdn.sofifa.net/players/notfound_0_60.png
735,Ibrahim Janis,ESP,DF,Ponferradina,22,2000,1,0,45,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,35,https://cdn.sofifa.net/players/notfound_0_60.png
736,Isak Jansson,SWE,"FW,MF",Cartagena,20,2002,14,6,568,6.3,2,0,2,0,0,1,0,0.32,0.0,0.32,0.32,0.32,24,https://cdn.sofifa.net/players/notfound_0_60.png
737,Jason,ESP,MF,Alaves,28,1994,13,6,605,6.7,1,0,1,0,0,0,0,0.15,0.0,0.15,0.15,0.15,20,https://cdn.sofifa.net/players/notfound_0_60.png
738,Álvaro Jiménez,ESP,MF,Las Palmas,27,1995,13,11,767,8.5,2,0,2,0,0,2,0,0.23,0.0,0.23,0.23,0.23,29,https://cdn.sofifa.net/players/notfound_0_60.png
739,Dani Jiménez,ESP,GK,Leganes,32,1990,8,8,691,7.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,30,https://cdn.sofifa.net/players/notfound_0_60.png
740,Javier Jiménez,ESP,DF,Malaga,26,1996,17,16,1404,15.6,1,1,1,0,0,3,1,0.06,0.06,0.13,0.06,0.13,33,https://cdn.sofifa.net/players/notfound_0_60.png
741,Jofre,ESP,FW,CD Mirandes,21,2001,7,1,154,1.7,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,25,https://cdn.sofifa.net/players/notfound_0_60.png
742,Jony,ESP,MF,Sporting Gijon,31,1991,10,2,323,3.6,1,0,1,0,0,0,0,0.28,0.0,0.28,0.28,0.28,37,https://cdn.sofifa.net/players/notfound_0_60.png
743,Filip Jörgensen,DEN,GK,Villarreal B,20,2002,10,10,900,10.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,40,https://cdn.sofifa.net/players/notfound_0_60.png
744,Josema,ESP,DF,Leganes,26,1996,12,10,749,8.3,0,1,0,0,0,2,0,0.0,0.12,0.12,0.0,0.12,30,https://cdn.sofifa.net/players/notfound_0_60.png
745,Jozabed,ESP,MF,Malaga,31,1991,12,5,485,5.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,33,https://cdn.sofifa.net/players/notfound_0_60.png
746,Miguel Juan Llambrich,ESP,DF,Oviedo,26,1996,4,1,124,1.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,34,https://cdn.sofifa.net/players/notfound_0_60.png
747,Juande,ESP,DF,Malaga,23,1999,10,8,749,8.3,1,0,1,0,0,1,0,0.12,0.0,0.12,0.12,0.12,33,https://cdn.sofifa.net/players/notfound_0_60.png
748,Juanfran,ESP,DF,Malaga,34,1988,16,14,1266,14.1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,33,https://cdn.sofifa.net/players/notfound_0_60.png
749,Juanlu,ESP,"MF,FW",CD Mirandes,19,2003,16,12,1045,11.6,1,1,1,0,0,0,0,0.09,0.09,0.17,0.09,0.17,25,https://cdn.sofifa.net/players/notfound_0_60.png
750,José Jurado,ESP,MF,Tenerife,30,1992,13,9,805,8.9,1,0,1,0,0,5,0,0.11,0.0,0.11,0.11,0.11,38,https://cdn.sofifa.net/players/notfound_0_60.png
751,Aboubakary Kanté,GAM,FW,Huesca,28,1994,15,6,585,6.5,2,0,2,0,0,2,0,0.31,0.0,0.31,0.31,0.31,28,https://cdn.sofifa.net/players/notfound_0_60.png
752,Andy Kawaya,BEL,MF,Albacete,26,1996,6,0,58,0.6,1,1,1,0,0,0,0,1.55,1.55,3.1,1.55,3.1,21,https://cdn.sofifa.net/players/notfound_0_60.png
753,Koba Koindredi,FRA,MF,Oviedo,21,2001,5,3,316,3.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,34,https://cdn.sofifa.net/players/notfound_0_60.png
754,Vasyl Kravets,UKR,DF,Leganes,25,1997,2,1,106,1.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,30,https://cdn.sofifa.net/players/notfound_0_60.png
755,Kuki,ESP,FW,Ponferradina,24,1998,2,0,50,0.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,35,https://cdn.sofifa.net/players/notfound_0_60.png
756,Adrián de la Fuente,ESP,DF,Villarreal B,23,1999,15,15,1335,14.8,1,0,1,0,0,6,1,0.07,0.0,0.07,0.07,0.07,40,https://cdn.sofifa.net/players/notfound_0_60.png
757,Derik Lacerda,BRA,"FW,MF",Ponferradina,23,1999,19,12,1138,12.6,3,2,3,0,0,5,0,0.24,0.16,0.4,0.24,0.4,35,https://cdn.sofifa.net/players/notfound_0_60.png
758,Víctor Laguardia,ESP,DF,Alaves,33,1989,6,1,238,2.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,20,https://cdn.sofifa.net/players/notfound_0_60.png
759,Larra,ESP,"DF,MF",Zaragoza,24,1997,17,6,707,7.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,41,https://cdn.sofifa.net/players/notfound_0_60.png
760,Pablo Larrea,ESP,MF,Tenerife,28,1994,11,4,461,5.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,38,https://cdn.sofifa.net/players/notfound_0_60.png
761,Daniel Lasure,ESP,DF,Zaragoza,28,1994,1,0,20,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,41,https://cdn.sofifa.net/players/notfound_0_60.png
762,Orest Lebedenko,UKR,DF,Lugo,24,1998,9,3,290,3.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,32,https://cdn.sofifa.net/players/notfound_0_60.png
763,Juanpe Lele,ESP,MF,Lugo,26,1996,18,11,1035,11.5,1,0,0,1,1,4,0,0.09,0.0,0.09,0.0,0.0,32,https://cdn.sofifa.net/players/notfound_0_60.png
764,Álvaro Lemos,ESP,"MF,DF",Las Palmas,29,1993,14,4,630,7.0,1,0,1,0,0,0,0,0.14,0.0,0.14,0.14,0.14,29,https://cdn.sofifa.net/players/notfound_0_60.png
765,José León Bernal,ESP,DF,Tenerife,27,1995,12,9,865,9.6,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,38,https://cdn.sofifa.net/players/notfound_0_60.png
766,Raúl Lizoain,ESP,GK,Andorra,31,1991,12,12,1080,12.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,22,https://cdn.sofifa.net/players/notfound_0_60.png
767,Enzo Loiodice,FRA,MF,Las Palmas,22,2000,18,18,1462,16.2,1,3,1,0,0,6,1,0.06,0.18,0.25,0.06,0.25,29,https://cdn.sofifa.net/players/notfound_0_60.png
768,Enzo Lombardo,FRA,MF,Huesca,25,1997,1,0,15,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,28,https://cdn.sofifa.net/players/notfound_0_60.png
769,Adrián López,ESP,GK,Granada,23,1999,2,1,174,1.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,27,https://cdn.sofifa.net/players/notfound_0_60.png
770,Andoni López,ESP,DF,Tenerife,26,1996,2,1,67,0.7,0,1,0,0,0,0,0,0.0,1.34,1.34,0.0,1.34,38,https://cdn.sofifa.net/players/notfound_0_60.png
771,Javi López,ESP,DF,Alaves,20,2002,14,6,595,6.6,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,20,https://cdn.sofifa.net/players/notfound_0_60.png
772,Javi López,ESP,MF,Burgos,21,2001,2,0,2,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,23,https://cdn.sofifa.net/players/notfound_0_60.png
773,Lluis López,ESP,DF,Zaragoza,25,1997,16,15,1323,14.7,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,41,https://cdn.sofifa.net/players/notfound_0_60.png
774,Roberto López,ESP,"MF,FW",CD Mirandes,22,2000,18,13,1129,12.5,4,2,3,1,1,3,0,0.32,0.16,0.48,0.24,0.4,25,https://cdn.sofifa.net/players/notfound_0_60.png
775,Dani Lorenzo,ESP,MF,Malaga,19,2003,7,1,166,1.8,1,0,1,0,0,1,0,0.54,0.0,0.54,0.54,0.54,33,https://cdn.sofifa.net/players/notfound_0_60.png
776,Miguel Loureiro,ESP,DF,Lugo,26,1996,20,17,1551,17.2,0,1,0,0,0,4,0,0.0,0.06,0.06,0.0,0.06,32,https://cdn.sofifa.net/players/notfound_0_60.png
777,Neyder Lozano,COL,DF,Lugo,28,1994,9,9,717,8.0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,32,https://cdn.sofifa.net/players/notfound_0_60.png
778,Sergio Lozano,ESP,"MF,FW",Villarreal B,23,1999,10,8,726,8.1,3,4,2,1,2,7,1,0.37,0.5,0.87,0.25,0.74,40,https://cdn.sofifa.net/players/notfound_0_60.png
779,Oier Luengo,ESP,DF,Oviedo,25,1997,5,4,365,4.1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,34,https://cdn.sofifa.net/players/notfound_0_60.png
780,Luismi,ESP,MF,Oviedo,30,1992,14,14,1214,13.5,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,34,https://cdn.sofifa.net/players/notfound_0_60.png
781,Jordan Lukaku,BEL,DF,Ponferradina,28,1994,7,4,319,3.5,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,35,https://cdn.sofifa.net/players/notfound_0_60.png
782,Marcos Luna,ESP,DF,Zaragoza,19,2003,2,0,29,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,41,https://cdn.sofifa.net/players/notfound_0_60.png
783,Sergi Maestre,ESP,MF,Albacete,32,1990,14,4,405,4.5,0,1,0,0,0,1,0,0.0,0.22,0.22,0.0,0.22,21,https://cdn.sofifa.net/players/notfound_0_60.png
784,Abdallahi Mahmoud,MTN,MF,Alaves,22,2000,3,0,10,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,20,https://cdn.sofifa.net/players/notfound_0_60.png
785,Giorgi Makaridze,GEO,GK,Ponferradina,32,1990,7,7,630,7.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,35,https://cdn.sofifa.net/players/notfound_0_60.png
786,Mantilla,ESP,DF,Racing Sant,22,2000,5,5,360,4.0,0,1,0,0,0,1,0,0.0,0.25,0.25,0.0,0.25,36,https://cdn.sofifa.net/players/notfound_0_60.png
787,Nikola Maraš,SRB,DF,Alaves,26,1995,17,15,1335,14.8,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,20,https://cdn.sofifa.net/players/notfound_0_60.png
788,José Marí,ESP,DF,Cartagena,21,2001,1,0,5,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,24,https://cdn.sofifa.net/players/notfound_0_60.png
789,Juan María,ESP,DF,Albacete,21,2001,11,5,470,5.2,1,0,1,0,0,1,0,0.19,0.0,0.19,0.19,0.19,21,https://cdn.sofifa.net/players/notfound_0_60.png
790,Higinio Marín,ESP,FW,Albacete,29,1993,18,14,1251,13.9,5,0,5,0,0,4,0,0.36,0.0,0.36,0.36,0.36,21,https://cdn.sofifa.net/players/notfound_0_60.png
791,Diego Mariño,ESP,GK,Sporting Gijon,32,1990,17,17,1530,17.0,0,1,0,0,0,0,0,0.0,0.06,0.06,0.0,0.06,37,https://cdn.sofifa.net/players/notfound_0_60.png
792,Mika Màrmol,ESP,DF,Andorra,20,2002,16,15,1265,14.1,0,1,0,0,0,2,0,0.0,0.07,0.07,0.0,0.07,22,https://cdn.sofifa.net/players/notfound_0_60.png
793,Álex Martín,ESP,DF,CD Mirandes,24,1998,18,18,1541,17.1,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.0,25,https://cdn.sofifa.net/players/notfound_0_60.png
794,Nacho Martin,ESP,MF,Sporting Gijon,20,2002,6,0,110,1.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,37,https://cdn.sofifa.net/players/notfound_0_60.png
795,Carlos Martínez,ESP,FW,Andorra,36,1986,16,8,692,7.7,4,0,4,0,0,0,1,0.52,0.0,0.52,0.52,0.52,22,https://cdn.sofifa.net/players/notfound_0_60.png
796,Javi Martínez,ESP,MF,Albacete,22,1999,7,1,145,1.6,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,21,https://cdn.sofifa.net/players/notfound_0_60.png
797,Marc Martínez,ESP,GK,Cartagena,32,1990,4,4,360,4.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,24,https://cdn.sofifa.net/players/notfound_0_60.png
798,Pablo Martínez,ESP,MF,Levante,24,1998,16,6,610,6.8,1,0,1,0,0,0,1,0.15,0.0,0.15,0.15,0.15,31,https://cdn.sofifa.net/players/notfound_0_60.png
799,Rubén Martínez,ESP,MF,Albacete,33,1989,13,4,472,5.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,21,https://cdn.sofifa.net/players/notfound_0_60.png
800,Marvin,ESP,"MF,DF",Las Palmas,22,2000,8,2,243,2.7,1,1,1,0,0,0,0,0.37,0.37,0.74,0.37,0.74,29,https://cdn.sofifa.net/players/notfound_0_60.png
801,Marc Mateu,ESP,MF,Huesca,32,1990,17,16,1337,14.9,2,2,1,1,1,1,0,0.13,0.13,0.27,0.07,0.2,28,https://cdn.sofifa.net/players/notfound_0_60.png
802,Jose Matos,ESP,DF,Burgos,27,1995,10,8,721,8.0,0,5,0,0,0,1,0,0.0,0.62,0.62,0.0,0.62,23,https://cdn.sofifa.net/players/notfound_0_60.png
803,Jordi Mboula,ESP,MF,Racing Sant,23,1999,18,15,1151,12.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,36,https://cdn.sofifa.net/players/notfound_0_60.png
804,Agus Medina,ESP,MF,Ponferradina,28,1994,15,12,1097,12.2,1,0,1,0,0,3,0,0.08,0.0,0.08,0.08,0.08,35,https://cdn.sofifa.net/players/notfound_0_60.png
805,Unai Medina,ESP,"DF,MF",Racing Sant,32,1990,8,5,467,5.2,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,36,https://cdn.sofifa.net/players/notfound_0_60.png
806,Pedro Alejandro García Mejías,ESP,MF,Las Palmas,19,2003,2,0,5,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,29,https://cdn.sofifa.net/players/notfound_0_60.png
807,Óscar Melendo,ESP,MF,Granada,25,1997,15,11,891,9.9,0,3,0,0,0,1,0,0.0,0.3,0.3,0.0,0.3,27,https://cdn.sofifa.net/players/notfound_0_60.png
808,Gonzalo Melero,ESP,MF,Levante,28,1994,2,2,138,1.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,31,https://cdn.sofifa.net/players/notfound_0_60.png
809,Jérémy Mellot,FRA,DF,Tenerife,28,1994,20,18,1614,17.9,1,0,1,0,0,1,0,0.06,0.0,0.06,0.06,0.06,38,https://cdn.sofifa.net/players/notfound_0_60.png
810,Nacho Méndez,ESP,MF,Sporting Gijon,24,1998,3,1,80,0.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,37,https://cdn.sofifa.net/players/notfound_0_60.png
811,Maikel Mesa,ESP,MF,Albacete,31,1991,19,19,1478,16.4,4,2,1,3,4,2,1,0.24,0.12,0.37,0.06,0.18,21,https://cdn.sofifa.net/players/notfound_0_60.png
812,Víctor Meseguer,ESP,MF,Granada,23,1999,13,9,761,8.5,1,0,1,0,0,4,0,0.12,0.0,0.12,0.12,0.12,27,https://cdn.sofifa.net/players/notfound_0_60.png
813,Omenuke Mfulu,COD,MF,Las Palmas,28,1994,18,17,1528,17.0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,29,https://cdn.sofifa.net/players/notfound_0_60.png
814,Nikolaos Michelis,GRE,DF,CD Mirandes,21,2001,7,7,630,7.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,25,https://cdn.sofifa.net/players/notfound_0_60.png
815,Javier Mier,ESP,"MF,FW",Oviedo,23,1999,10,4,367,4.1,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,34,https://cdn.sofifa.net/players/notfound_0_60.png
